"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"refGene.NM_020422.1.inc","refGene.NM_020422.1.inc",0,-1077.52468,6.431907,0.521672,0.478328,-1077.52468,6.431921,0.09639042,1,0.5216648,0.4783215,-1,1,0
"refGene.NM_020424.1","refGene.NM_020424.1",0,-827.497334,6.829725,0.999998,1.69261e-06,-827.497334,6.829722,0.1304254,1,0.8552395,1.44759e-06,-1,1,0
"refGene.NM_020427.1.inc","refGene.NM_020427.1.inc",0,-795.901267,10.66245,0.72999,0.27001,-795.901267,10.66245,0.05428391,1,0.5939463,0.21969,-1,1,0
"refGene.NM_020436.1","refGene.NM_020436.1",0,-8272.534601,10.3284,0.914783,0.0852166,-8272.534601,10.3284,0.1345872,1,0.9147751,0.08521583,-1,1,0
"refGene.NM_020437.1","refGene.NM_020437.1",0.036927,-2334.575476,7.809269,0.981518,0.0184825,-2334.538549,7.836885,0.03898232,1,0.9851968,0.01480054,-1,0.392902926307792,0
"refGene.NM_020440.1.inc","refGene.NM_020440.1.inc",0,-5299.809651,9.09915,0.945584,0.054416,-5299.809651,9.099145,0.06984244,1,0.9380332,0.05398163,-1,1,0
"refGene.NM_020445.1","refGene.NM_020445.1",0,-2710.458404,9.955805,0.996478,0.00352151,-2710.458404,9.955805,0.01239429,1,0.9964465,0.003521392,-1,1,0
"refGene.NM_020448.1","refGene.NM_020448.1",0,-2759.071202,6.717019,0.96669,0.0333101,-2759.071202,6.717019,0.07126804,1,0.9666841,0.03330987,-1,1,0
"refGene.NM_020452.1.inc","refGene.NM_020452.1.inc",0.000454,-6355.275455,8.493082,0.987242,0.0127577,-6355.275,8.491001,0.02393056,1,0.9869956,0.01299836,-1,0.487980475948728,0
"refGene.NM_020457.1","refGene.NM_020457.1",0,-2077.338543,8.051255,0.97038,0.0296202,-2077.338543,8.051255,0.01578449,1,0.9605797,0.02932103,-1,1,0
"refGene.NM_020458.1","refGene.NM_020458.1",0.000518,-6132.984064,8.423111,0.949476,0.0505244,-6132.983546,8.420549,0.05460134,1,0.9491511,0.050846,-1,0.487161480043103,0
"refGene.NM_020465.1","refGene.NM_020465.1",0,-2366.935216,8.033365,0.98863,0.0113702,-2366.935216,8.033365,0.02396484,1,0.9886261,0.01137011,-1,1,0
"refGene.NM_020482.1","refGene.NM_020482.1",0.041406,-2025.029932,7.846231,0.883933,0.116067,-2024.988526,7.825045,0.04302578,1.628597,0.7343941,0.09554517,-1,0.386761117424693,0
"refGene.NM_020525.1","refGene.NM_020525.1",6e-06,-1401.241389,6.449883,0.581803,0.418197,-1401.241383,6.450835,1e-05,1,0.5819933,0.4180061,-1,0.498618026166063,0
"refGene.NM_020529.1","refGene.NM_020529.1",0,-2036.49809,5.488099,0.971847,0.0281531,-2036.49809,5.488099,0.05570119,1,0.9153399,0.02651613,-1,1,0
"refGene.NM_020531.1","refGene.NM_020531.1",0,-3058.844125,8.76763,0.950801,0.049199,-3058.844125,8.76763,0.09464843,1,0.9507974,0.04919885,-1,1,0
"refGene.NM_020533.1","refGene.NM_020533.1",0,-4062.291642,10.08861,0.972522,0.027478,-4062.291642,10.08861,0.03181293,1,0.9724981,0.02747733,-1,1,0
"refGene.NM_020638.1.inc","refGene.NM_020638.1.inc",1.383595,-1726.954419,15.65294,0.951365,0.0486354,-1725.570823,15.45804,0.06034918,146.7815,0.9416798,0.04777476,-1,0.0481074653967418,0
"refGene.NM_020639.1.inc","refGene.NM_020639.1.inc",0.000488,-4561.677892,11.14059,0.954497,0.0455027,-4561.677404,11.14039,0.04208267,1,0.9545309,0.04546316,-1,0.487538671810841,0
"refGene.NM_020640.1.inc","refGene.NM_020640.1.inc",0.00018,-1030.31642,4.046164,1,1.04138e-10,-1030.316241,4.046181,0.01356999,1,0.999999,9.99999e-12,-1,0.49243105657327,0
"refGene.NM_020646.1","refGene.NM_020646.1",0.001194,-1625.030511,13.45368,0.962882,0.037118,-1625.029316,13.46584,0.1592822,1,0.9643554,0.03563895,-1,0.480512577306282,0
"refGene.NM_020648.1","refGene.NM_020648.1",0,-1605.194125,13.91266,0.952737,0.047263,-1605.194125,13.91266,0.02219592,1,0.9527322,0.04726277,-1,1,0
"refGene.NM_020651.1","refGene.NM_020651.1",6.5e-05,-2459.917595,7.865264,1,5.60165e-11,-2459.91753,7.865251,0.008479333,1,0.9999954,4.613766e-11,-1,0.495451456710518,0
"refGene.NM_020654.1.inc","refGene.NM_020654.1.inc",0,-6910.705698,7.489612,0.649151,0.350849,-6910.705698,7.489612,0.1601029,1,0.6491426,0.3508451,-1,1,0
"refGene.NM_020661.1","refGene.NM_020661.1",0,-1423.162595,9.857103,0.967163,0.0328367,-1423.162595,9.857103,0.02765452,1,0.967161,0.0328366,-1,1,0
"refGene.NM_020663.1","refGene.NM_020663.1",0.000668,-1448.896483,8.137315,0.927092,0.0729081,-1448.895814,8.139293,0.01317884,1,0.9272942,0.072696,-1,0.485421373802436,0
"refGene.NM_020665.1","refGene.NM_020665.1",0.002132,-1711.549541,7.493531,0.936944,0.0630564,-1711.547408,7.525064,0.1881088,1,0.9481824,0.05181246,-1,0.473967845510911,0
"refGene.NM_020666.1","refGene.NM_020666.1",2.088831,-2918.444283,7.885695,0.957412,0.0425881,-2916.355452,7.866421,0.008081602,36.22142,0.957747,0.03921892,-1,0.0204800845755659,0
"refGene.NM_020672.1.inc","refGene.NM_020672.1.inc",0,-598.771914,8.563089,1,1e-11,-598.771914,8.563087,0.1245447,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_020673.1.inc","refGene.NM_020673.1.inc",0,-983.369942,8.97816,1,1.92099e-11,-983.369942,8.977945,0.03013314,1,0.9999981,1.920989e-11,-1,1,0
"refGene.NM_020676.1","refGene.NM_020676.1",0,-2305.807104,9.031254,0.960419,0.0395809,-2305.807104,9.031254,0.03164764,1,0.9604037,0.03958031,-1,1,0
"refGene.NM_020677.1.inc","refGene.NM_020677.1.inc",0,-1946.861663,11.38179,0.931702,0.0682985,-1946.861663,11.38179,0.06793512,1,0.8834305,0.06476027,-1,1,0
"refGene.NM_020678.1","refGene.NM_020678.1",8.8e-05,-3339.844027,10.70386,0.605226,0.394774,-3339.843939,10.70727,0.08961551,1,0.6057302,0.3942615,-1,0.494707587816145,0
"refGene.NM_020685.1.inc","refGene.NM_020685.1.inc",0.000743,-878.441795,7.283681,0.693208,0.306792,-878.441053,7.317006,0.2321815,1,0.7019194,0.2980737,-1,0.484625113411589,0
"refGene.NM_020689.1.inc","refGene.NM_020689.1.inc",0,-3316.694182,7.662413,0.985487,0.0145128,-3316.694182,7.662416,0.01560812,1,0.9813975,0.01445255,-1,1,0
"refGene.NM_020692.1","refGene.NM_020692.1",0,-3708.635953,7.814952,0.961261,0.0387385,-3708.635953,7.814952,0.03132171,1,0.9612586,0.03873842,-1,1,0
"refGene.NM_020697.1.inc","refGene.NM_020697.1.inc",0,-2354.039143,9.218451,1,5.05867e-08,-2354.039143,9.218452,0.00637105,1,0.9949667,5.033218e-08,-1,1,0
"refGene.NM_020699.1","refGene.NM_020699.1",0.000125,-3659.511205,6.862832,0.99903,0.000970127,-3659.51108,6.863492,0.03277779,1,0.9990154,0.0009784919,-1,0.493692431511398,0
"refGene.NM_020703.1","refGene.NM_020703.1",0,-3346.559389,6.038341,0.89488,0.10512,-3346.559389,6.03834,0.03448725,1,0.8905089,0.1046063,-1,1,0
"refGene.NM_020704.1.inc","refGene.NM_020704.1.inc",0,-3920.74542,5.859525,0.981095,0.0189049,-3920.74542,5.859525,0.0326469,1,0.9810872,0.01890476,-1,1,0
"refGene.NM_020706.1","refGene.NM_020706.1",0,-7745.069086,7.297771,0.938181,0.0618187,-7745.069086,7.297771,0.07068269,1,0.9381718,0.06181808,-1,1,0
"refGene.NM_020707.1.inc","refGene.NM_020707.1.inc",0.000227,-2897.085775,6.40864,0.914935,0.0850645,-2897.085548,6.408215,0.03728516,1,0.9149291,0.08506729,-1,0.491500269973195,0
"refGene.NM_020708.1.inc","refGene.NM_020708.1.inc",0,-5509.50254,7.216387,0.995079,0.00492147,-5509.50254,7.216387,0.007720102,1,0.9923771,0.004908106,-1,1,0
"refGene.NM_020711.1","refGene.NM_020711.1",0,-2641.614536,9.750319,0.680865,0.319135,-2641.614536,9.750319,0.1579386,1,0.5661464,0.2653644,-1,1,0
"refGene.NM_020716.1","refGene.NM_020716.1",0,-4527.931461,7.476516,0.983139,0.0168607,-4527.931461,7.476516,0.01235659,1,0.9743006,0.0167091,-1,1,0
"refGene.NM_020718.1.inc","refGene.NM_020718.1.inc",0,-7492.981779,8.069996,0.944005,0.055995,-7492.981779,8.069996,0.05374444,1,0.9439118,0.05598947,-1,1,0
"refGene.NM_020724.1.inc","refGene.NM_020724.1.inc",0.003466,-2345.477553,6.59959,0.938289,0.0617105,-2345.474087,6.581901,0.03815424,1,0.9358746,0.06411921,-1,0.46682294599049,0
"refGene.NM_020726.1","refGene.NM_020726.1",0,-4995.908304,9.587952,0.932283,0.0677171,-4995.908304,9.587952,0.05366408,1,0.9279136,0.06739975,-1,1,0
"refGene.NM_020727.1","refGene.NM_020727.1",0.039559,-8376.4572,12.41978,0.955745,0.044255,-8376.417641,12.41572,0.0905051,1.510446,0.9301632,0.04253325,-1,0.389248123339269,0
"refGene.NM_020730.1","refGene.NM_020730.1",0,-3015.554988,5.745166,0.973236,0.0267639,-3015.554988,5.745166,0.005242908,1,0.9732332,0.02676384,-1,1,0
"refGene.NM_020737.1","refGene.NM_020737.1",0,-5414.32898,8.089423,0.975868,0.0241315,-5414.32898,8.089424,0.02165463,1,0.9670084,0.02391238,-1,1,0
"refGene.NM_020747.1.inc","refGene.NM_020747.1.inc",0.005727,-8470.892458,8.433856,0.952898,0.0471018,-8470.886731,8.425077,0.05651778,1,0.951584,0.04840934,-1,0.457385223025871,0
"refGene.NM_020751.1","refGene.NM_020751.1",0.103452,-4574.571527,9.46853,0.968924,0.0310761,-4574.468075,9.462656,0.05391325,2.1129,0.9392097,0.02930366,-1,0.324602457718865,0
"refGene.NM_020754.1","refGene.NM_020754.1",0.003257,-12249.028586,8.919502,0.747673,0.252327,-12249.025329,8.901464,0.09793484,1,0.7445913,0.255322,-1,0.467836548400139,0
"refGene.NM_020755.1","refGene.NM_020755.1",0.00163,-2743.919777,8.711033,0.985242,0.0147579,-2743.918147,8.713196,0.027186,1,0.985514,0.01448348,-1,0.477234198204223,0
"refGene.NM_020761.1","refGene.NM_020761.1",0,-8954.944382,11.13719,0.995261,0.00473938,-8954.944382,11.13719,0.01208397,1,0.9613609,0.004577951,-1,1,0
"refGene.NM_020762.1.inc","refGene.NM_020762.1.inc",0.000292,-5536.408114,9.864792,0.99574,0.00426,-5536.407823,9.863975,0.01233738,1,0.9956424,0.004344671,-1,0.490360062466582,0
"refGene.NM_020764.1.inc","refGene.NM_020764.1.inc",0,-8628.118077,9.324217,0.955578,0.0444219,-8628.118077,9.324216,0.04170662,1,0.9279597,0.043138,-1,1,0
"refGene.NM_020768.1","refGene.NM_020768.1",0,-2707.047312,7.885026,0.982329,0.0176714,-2707.047312,7.885026,0.02828201,1,0.9823258,0.0176713,-1,1,0
"refGene.NM_020769.1","refGene.NM_020769.1",4.78894,-12493.182827,7.257846,0.616114,0.383886,-12488.393887,7.168303,0.2453671,9.870363,0.6112864,0.3554779,-1,0.00098467839355961,0
"refGene.NM_020770.1","refGene.NM_020770.1",0.000161,-9334.789187,7.202903,0.804225,0.195775,-9334.789026,7.205259,0.05453364,1,0.8046358,0.1953499,-1,0.492841620890047,0
"refGene.NM_020771.1","refGene.NM_020771.1",1e-04,-5834.762574,9.849735,0.988488,0.0115118,-5834.762474,9.850602,0.02168857,1,0.9885675,0.01141892,-1,0.494358292222075,0
"refGene.NM_020772.1.inc","refGene.NM_020772.1.inc",0,-3173.767981,4.270722,0.903706,0.0962939,-3173.767981,4.270722,0.06375497,1,0.7995516,0.08519576,-1,1,0
"refGene.NM_020773.1","refGene.NM_020773.1",0,-4897.390947,9.543698,0.94104,0.0589602,-4897.390947,9.543698,0.04377275,1,0.8588567,0.05381104,-1,1,0
"refGene.NM_020774.1.inc","refGene.NM_020774.1.inc",0,-4665.675829,7.719342,1,1.15756e-07,-4665.675829,7.719342,0.002844244,1,0.9885568,1.144313e-07,-1,1,0
"refGene.NM_020783.1.inc","refGene.NM_020783.1.inc",0,-2403.262855,9.201338,0.956285,0.0437154,-2403.262855,9.201337,0.06120872,1,0.9515772,0.04350017,-1,1,0
"refGene.NM_020784.1.inc","refGene.NM_020784.1.inc",0.000308,-4927.620263,8.834654,0.790713,0.209287,-4927.619956,8.832958,0.110534,1,0.7903906,0.2096026,-1,0.490099529452005,0
"refGene.NM_020786.1","refGene.NM_020786.1",0,-4283.598725,11.29848,0.916561,0.083439,-4283.598725,11.29848,0.07579583,1,0.8996184,0.08189668,-1,1,0
"refGene.NM_020792.1.inc","refGene.NM_020792.1.inc",0.000379,-2815.330448,13.04237,0.951734,0.0482661,-2815.330069,13.04157,0.06997511,1,0.9518013,0.04819504,-1,0.489017788442797,0
"refGene.NM_020795.1","refGene.NM_020795.1",0,-5142.050243,5.361349,0.997327,0.00267346,-5142.050243,5.36136,0.01875347,1,0.9969071,0.002672494,-1,1,0
"refGene.NM_020799.1","refGene.NM_020799.1",0,-3205.608546,14.69689,0.898045,0.101955,-3205.608546,14.69688,0.03654145,1,0.8952483,0.1016379,-1,1,0
"refGene.NM_020800.1.inc","refGene.NM_020800.1.inc",0,-3686.773902,9.211961,0.976082,0.0239183,-3686.773902,9.211961,0.01981354,1,0.9264116,0.02270118,-1,1,0
"refGene.NM_020803.1","refGene.NM_020803.1",0,-4364.830185,13.48578,0.988286,0.0117138,-4364.830185,13.48578,0.02721877,1,0.9882135,0.0117129,-1,1,0
"refGene.NM_020804.1","refGene.NM_020804.1",0.414962,-2803.554246,8.357074,0.977192,0.0228083,-2803.139284,8.335322,0.01509521,3.43457,0.9707946,0.02224352,-1,0.181147253057623,0
"refGene.NM_020806.1","refGene.NM_020806.1",1e-06,-4075.476014,4.579128,0.976257,0.0237431,-4075.476013,4.579165,1e-05,1,0.9762621,0.02373693,-1,0.499435810604515,0
"refGene.NM_020807.1","refGene.NM_020807.1",0.001796,-3996.881179,10.94438,0.982665,0.0173348,-3996.879383,10.94876,0.01145709,1,0.9829731,0.01701392,-1,0.476104380486521,0
"refGene.NM_020810.1.inc","refGene.NM_020810.1.inc",0.000146,-3191.306663,9.835217,0.895927,0.104073,-3191.306517,9.845059,0.1199926,1,0.8972646,0.1027154,-1,0.493183203076567,0
"refGene.NM_020813.1.inc","refGene.NM_020813.1.inc",0.882596,-4012.200003,13.3905,0.78465,0.21535,-4011.317407,13.28129,0.110014,874.8441,0.783524,0.2096836,-1,0.0919891139701263,0
"refGene.NM_020814.1","refGene.NM_020814.1",0,-2763.795527,6.447545,0.936313,0.0636867,-2763.795527,6.447545,0.0622566,1,0.9031303,0.06142968,-1,1,0
"refGene.NM_020826.1","refGene.NM_020826.1",4.433194,-2990.47876,7.625581,0.945053,0.0549473,-2986.045566,7.482615,0.04240693,1066.518,0.9356447,0.05530216,-1,0.0014523465299671,0
"refGene.NM_020832.1","refGene.NM_020832.1",0,-9341.174202,7.953499,0.888471,0.111529,-9341.174202,7.953499,0.07343633,1,0.8634949,0.1083936,-1,1,0
"refGene.NM_020834.1","refGene.NM_020834.1",0,-4113.115934,7.575175,0.81955,0.18045,-4113.115934,7.575158,0.1619469,1,0.7800877,0.1718047,-1,1,0
"refGene.NM_020836.1","refGene.NM_020836.1",1.6e-05,-4248.68565,7.677998,0.958517,0.0414826,-4248.685634,7.678197,0.06145676,1,0.9584846,0.04150699,-1,0.497743253701796,0
"refGene.NM_020839.1","refGene.NM_020839.1",0,-4099.761449,9.266458,1,9.36592e-11,-4099.761449,9.266458,0.006038824,1,0.9999906,9.365829e-11,-1,1,0
"refGene.NM_020845.1.inc","refGene.NM_020845.1.inc",0,-7946.809759,8.207637,0.923161,0.0768393,-7946.809759,8.207637,0.04318609,1,0.9231516,0.07683854,-1,1,0
"refGene.NM_020850.1","refGene.NM_020850.1",0,-3738.692569,6.102541,0.997706,0.00229438,-3738.692568,6.102229,0.02833653,1,0.9977014,0.002294367,-1,1,0
"refGene.NM_020851.1","refGene.NM_020851.1",0,-5614.049356,7.819801,0.919801,0.080199,-5614.049356,7.819801,0.07063366,1,0.9091152,0.07926726,-1,1,0
"refGene.NM_020853.1","refGene.NM_020853.1",9.1e-05,-4801.281389,8.785842,0.949219,0.0507807,-4801.281298,8.786347,0.1152562,1,0.9493243,0.0506674,-1,0.494618137642547,0
"refGene.NM_020854.1","refGene.NM_020854.1",0,-7687.352275,5.981321,0.888445,0.111555,-7687.352275,5.98132,0.01146327,1,0.8548394,0.107336,-1,1,0
"refGene.NM_020857.1","refGene.NM_020857.1",0,-6698.234438,10.03204,0.992822,0.00717827,-6698.234438,10.03204,0.02136637,1,0.981045,0.007093126,-1,1,0
"refGene.NM_020861.1","refGene.NM_020861.1",0,-3389.354499,11.55801,0.962714,0.0372862,-3389.354499,11.55801,0.01578739,1,0.9477968,0.03670849,-1,1,0
"refGene.NM_020863.1.inc","refGene.NM_020863.1.inc",0.303047,-7610.089478,10.54627,0.880562,0.119438,-7609.786431,10.53054,0.04164429,3.175781,0.8673183,0.1162995,-1,0.21813114502238,0
"refGene.NM_020865.1","refGene.NM_020865.1",0.922418,-6704.427987,8.717587,0.950108,0.0498918,-6703.505569,8.688425,0.03598892,4.757551,0.9371579,0.04834531,-1,0.0871925972951906,0
"refGene.NM_020866.1.inc","refGene.NM_020866.1.inc",0.001146,-4048.138291,11.23249,0.977958,0.0220416,-4048.137146,11.23193,0.01288806,1.321204,0.9507454,0.02141471,-1,0.480907996851073,0
"refGene.NM_020870.1.inc","refGene.NM_020870.1.inc",0.166848,-5300.472609,8.478067,0.893123,0.106878,-5300.30576,8.471107,0.06162558,4.18965,0.8875994,0.1047345,-1,0.281745405778617,0
"refGene.NM_020872.1","refGene.NM_020872.1",0,-6915.156401,10.44127,0.944492,0.0555076,-6915.156401,10.44127,0.0475323,1,0.9140502,0.05371853,-1,1,0
"refGene.NM_020873.1","refGene.NM_020873.1",0,-4855.88912,10.47998,0.985739,0.0142606,-4855.88912,10.47998,0.02556154,1,0.9811667,0.01419448,-1,1,0
"refGene.NM_020879.1.inc","refGene.NM_020879.1.inc",0.935436,-5669.923908,8.873923,0.809503,0.190497,-5668.988471,8.8333,0.1021051,9.265751,0.806486,0.1832564,-1,0.0856876208411507,0
"refGene.NM_020897.1","refGene.NM_020897.1",0,-5354.934519,6.467464,0.947764,0.0522359,-5354.934519,6.467464,0.02618434,1,0.9477482,0.05223503,-1,1,0
"refGene.NM_020905.1","refGene.NM_020905.1",0.191574,-2514.73255,8.393222,0.893417,0.106583,-2514.540975,8.373818,0.04216643,5.114592,0.8867713,0.103697,-1,0.267961638323141,0
"refGene.NM_020918.1","refGene.NM_020918.1",0.007077,-6035.920132,11.58897,0.952426,0.0475743,-6035.913055,11.61347,0.04235054,1,0.9549833,0.04498198,-1,0.452649330161678,0
"refGene.NM_020919.1","refGene.NM_020919.1",0,-11434.065089,8.983082,0.947278,0.0527218,-11434.065089,8.983083,0.05194158,1,0.92118,0.05126913,-1,1,0
"refGene.NM_020924.1","refGene.NM_020924.1",0,-2257.781465,2.865304,1,1.54032e-11,-2257.781465,2.865308,0.07313064,1,0.9999985,1.540314e-11,-1,1,0
"refGene.NM_020927.1.inc","refGene.NM_020927.1.inc",0.033552,-2150.841936,8.255513,0.996717,0.00328303,-2150.808384,8.24019,0.01610123,1,0.9947181,0.005275238,-1,0.397800492431096,0
"refGene.NM_020929.1","refGene.NM_020929.1",0,-3582.939269,5.433439,1,1.10945e-07,-3582.939269,5.43344,0.001808061,1,0.9890271,1.097283e-07,-1,1,0
"refGene.NM_020935.1.inc","refGene.NM_020935.1.inc",1.080724,-5233.713346,7.740741,0.948291,0.0517088,-5232.632622,7.724771,0.07698389,33.67248,0.9471855,0.05078707,-1,0.070755640859488,0
"refGene.NM_020936.1","refGene.NM_020936.1",3e-05,-4428.324943,9.209998,0.941534,0.0584658,-4428.324913,9.194712,0.06008121,1,0.939512,0.06048527,-1,0.496909837285472,0
"refGene.NM_020939.1","refGene.NM_020939.1",0,-3748.266115,9.889863,0.984149,0.0158507,-3748.266115,9.889863,0.004773995,1,0.9841324,0.0158504,-1,1,0
"refGene.NM_020940.1.inc","refGene.NM_020940.1.inc",5.1e-05,-4503.482714,12.8343,0.950605,0.0493953,-4503.482663,12.83436,0.03717249,1,0.9506036,0.04939003,-1,0.495970948962948,0
"refGene.NM_020944.1.inc","refGene.NM_020944.1.inc",0,-5323.40244,7.861504,0.87827,0.12173,-5323.40244,7.861504,0.05418744,1,0.8782655,0.1217293,-1,1,0
"refGene.NM_020947.1.inc","refGene.NM_020947.1.inc",3.6e-05,-3444.14841,12.6485,0.870509,0.129491,-3444.148374,12.65554,0.1257707,1,0.8710795,0.1289088,-1,0.496614903119925,0
"refGene.NM_020949.1","refGene.NM_020949.1",0,-4666.431401,5.900322,0.981871,0.0181289,-4666.431401,5.900322,0.02488162,1,0.9736669,0.01797741,-1,1,0
"refGene.NM_020956.1","refGene.NM_020956.1",0.000121,-955.062926,6.896651,0.96922,0.0307796,-955.062806,6.898387,0.02256496,1,0.9694907,0.03050396,-1,0.493794164884001,0
"refGene.NM_020961.1","refGene.NM_020961.1",0,-2805.603712,9.806522,0.991933,0.0080669,-2805.603712,9.806522,0.009433887,1,0.9919256,0.008066835,-1,1,0
"refGene.NM_020962.1.inc","refGene.NM_020962.1.inc",0,-6674.41804,7.099575,0.972928,0.0270725,-6674.41804,7.099574,0.05599707,1,0.9445205,0.02628206,-1,1,0
"refGene.NM_020963.1","refGene.NM_020963.1",0.009548,-7020.130054,8.097189,0.955828,0.0441725,-7020.120506,8.108038,0.05028018,1,0.9573615,0.04263592,-1,0.445045809761159,0
"refGene.NM_020967.1","refGene.NM_020967.1",1.011593,-3717.927653,6.089496,0.979462,0.0205377,-3716.91606,6.058462,0.07059934,8.063149,0.9655759,0.01884233,-1,0.0774569051515008,0
"refGene.NM_020975.1","refGene.NM_020975.1",0.21345,-9020.92601,9.18132,0.8951,0.1049,-9020.71256,9.170071,0.07637822,2.515126,0.8762208,0.1012207,-1,0.256757002325551,0
"refGene.NM_020980.1","refGene.NM_020980.1",0.000358,-2548.164287,8.825333,0.760179,0.239821,-2548.163929,8.83692,0.09982772,1,0.7621875,0.2378105,-1,0.489326305862006,0
"refGene.NM_020981.1","refGene.NM_020981.1",0.000719,-1987.533804,9.092068,1,2.32209e-10,-1987.533085,9.09077,0.001650831,1,0.9999871,1.291503e-10,-1,0.484875346535081,0
"refGene.NM_020982.1","refGene.NM_020982.1",0,-1523.482733,8.590857,0.993254,0.00674622,-1523.482733,8.590857,0.0157354,1,0.9686736,0.006579269,-1,1,0
"refGene.NM_020989.1","refGene.NM_020989.1",0,-1220.098938,8.177639,0.95211,0.0478904,-1220.098938,8.177639,0.0645494,1,0.8055269,0.04051737,-1,1,0
"refGene.NM_020992.1.inc","refGene.NM_020992.1.inc",0.004951,-1920.614814,9.874657,0.918592,0.0814076,-1920.609863,9.905441,0.04833704,1,0.9223223,0.07766621,-1,0.460367153143369,0
"refGene.NM_020996.1","refGene.NM_020996.1",0.619769,-1326.004812,5.024292,0.976791,0.0232093,-1325.385043,4.988189,0.05002724,4.850655,0.9605551,0.01997342,-1,0.132780055532809,0
"refGene.NM_020999.1.inc","refGene.NM_020999.1.inc",0.001408,-1385.233484,11.64682,0.921338,0.0786623,-1385.232076,11.6332,0.04718685,1,0.9199365,0.08005861,-1,0.478839662004124,0
"refGene.NM_021003.1","refGene.NM_021003.1",1.289589,-2111.988393,4.870298,0.986191,0.0138091,-2110.698804,4.831937,0.008991205,1568.599,0.9842276,0.01325585,-1,0.054138938775265,0
"refGene.NM_021005.1","refGene.NM_021005.1",0.000245,-2081.435083,3.515294,1,1.70252e-10,-2081.434838,3.515234,0.004213682,1,0.9999868,1.31846e-10,-1,0.491169757315304,0
"refGene.NM_021012.1","refGene.NM_021012.1",0.002797,-2820.213708,9.103363,0.990468,0.00953246,-2820.210911,9.096531,0.01042615,1,0.9899664,0.0100242,-1,0.470189686686627,0
"refGene.NM_021018.1","refGene.NM_021018.1",0,-826.376005,14.96944,1,1.58341e-10,-826.376005,14.96944,0.001730835,1,0.9999842,1.583384e-10,-1,1,0
"refGene.NM_021021.1","refGene.NM_021021.1",0,-3670.024817,6.756941,0.961841,0.038159,-3670.024817,6.756941,0.0659406,1,0.9618269,0.03815847,-1,1,0
"refGene.NM_021025.1","refGene.NM_021025.1",0.00057,-1470.817728,3.130806,1,1.53111e-10,-1470.817158,3.130832,0.006879855,1,0.999999,9.99999e-12,-1,0.486532717143418,0
